race,cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender
7,1,44,3.5,0.28,NA,,1,2,NA,male
3,4,33,3.2,-1.24,-0.88,P,1,4,-61,male
7,4,41,2.6,-0.12,-0.52,P,1,4,-62,male
7,1,36,3.7,0.23,-0.06,P,1,5,NA,female
7,3,40,3.4,1.25,1.19,P,1,4,-62,female
7,NA,25,2.5,0.25,-0.45,F,2,4,-42,female
7,4,35,3.4,1.15,1.53,P,1,3,-58,female
7,1,37,3.4,-0.17,-0.55,P,1,2,-58,male
7,1,36,3.2,0.44,0.38,P,1,4,-60,male
7,3,32.5,3.9,0.62,1.14,P,1,3,-62,female
7,3,34,3.1,0.65,0.32,P,2,4,-55,female
7,4,39,2.9,-1.06,-0.61,P,2,4,-61,female
7,3,37,3.2,-0.04,-0.6,P,1,4,-62,male
7,1,35,3.9,1.13,0.92,P,1,4,-63,female
7,4,42,3.1,-0.07,0.42,P,1,3,-66,male
7,2,25,2.6,-1.11,-1.55,F,1,5,-65,female
6,1,26,3.2,-1.81,-1.85,F,1,4,-62,male
7,3,28,3.6,1.51,1.47,P,1,4,-62,female
7,5,35,3.9,NA,NA,P,1,1,-62,female
3,3,26,3.5,-1.53,-1.08,P,1,3,-61,female
7,1,39,3.1,-1.16,NA,,1,4,NA,female
7,5,38,3.5,0.63,NA,P,1,3,-62,female
7,2,34,3.4,0.1,0.16,P,2,2,-66,female
7,3,42,3.2,-1.48,-1.92,P,1,3,-61,male
6,1,34,3.4,-1.98,-2.06,F,1,2,-59,male
7,3,33,2.9,-0.38,-0.61,P,1,3,-61,male
7,4,44,3.6,0.4,0.54,P,1,4,-61,female
NA,3,39,3.4,0.37,0.71,P,1,NA,-62,male
7,4,39,3.1,-1,-1.21,P,1,3,-62,female
7,1,43,3.5,NA,0.13,P,1,4,-57,female
7,4,45,3.5,0.34,0.05,P,1,3,-61,female
7,3,36,3.6,-1.52,-2.38,,1,4,NA,male
7,1,NA,4,NA,NA,,1,3,NA,female
4,4,34,3.2,-1.31,-1.64,P,1,1,-61,male
7,1,46,3.3,0.07,0.32,P,1,1,-60,male
7,3,40,3.1,0.46,0.43,P,1,4,-61,female
7,4,43,3.5,0.52,-0.79,P,1,4,-62,male
7,6,26.7,3.1,1.55,1.49,P,1,3,-56,male
2,4,35.5,3.4,-1.2,-1.11,P,1,4,-62,female
7,3,35,3.2,NA,NA,,1,2,NA,male
6,2,35,2.8,NA,-0.79,P,1,4,-58,male
3,3,27,3.2,-1.58,NA,,1,2,NA,female
7,1,37,3,0.4,0.7,P,1,4,-60,female
7,3,37,3.2,-0.47,-2.01,,1,4,NA,male
7,1,39,3,-0.22,-0.23,P,1,5,-61,male
7,3,39,3.4,0.37,0.56,P,1,3,-64,female
7,3,47,2.4,1.91,1.75,P,1,4,-63,male
7,1,45,3.2,0.39,-0.8,P,1,4,-61,female
7,3,33,3,-0.48,NA,,1,4,NA,male
7,1,38,3.6,1.66,-0.15,P,1,4,-62,female
8,5,43,3.9,0.35,0.24,P,1,5,-62,male
3,5,30,3.6,-1.88,NA,F,1,NA,-62,female
7,1,42,3,0.96,1.2,P,1,4,-34,male
7,2,40,2.9,0.56,-0.51,P,1,2,-53,male
7,3,39,3.5,-0.65,-0.74,P,1,4,-67,male
7,2,34,3.4,0.13,-0.68,P,1,3,-58,female
7,1,39,3.7,NA,NA,P,1,5,-58,female
7,3,35,2.8,-1.16,-1.08,F,1,3,-61,female
7,3,38,3.6,1.6,1.37,P,1,2,-62,male
7,1,39,3,-0.56,-1.38,F,1,3,-61,male
7,3,31,3.3,-0.24,-0.21,P,1,4,-60,male
7,5,42,3.4,1.75,1.42,P,1,5,-62,female
7,5,41,3.5,NA,NA,P,1,3,-62,female
8,3,33,3.8,-1.17,NA,,1,3,NA,male
7,1,35,3.9,-0.59,-0.6,P,1,4,-62,female
7,3,40,3.1,1.34,1.38,P,1,3,-61,male
7,1,41,3.1,-1.76,-1.17,P,1,3,-55,male
7,3,40,2.9,0.36,0.7,P,1,4,-59,female
7,3,37,2.8,0.36,0.23,P,1,5,-54,male
7,2,31,2.7,-0.16,-0.5,P,2,4,-66,male
7,1,42,3.1,0.16,-0.13,P,1,3,-60,male
7,3,34,3.5,0.61,1.36,P,2,3,-62,male
7,4,46,3.6,-0.13,-0.16,P,1,4,-62,female
7,3,35,3.5,NA,NA,,1,4,NA,female
3,1,29,3,-1.71,-1.32,F,1,2,-67,female
7,4,47,3.8,2.08,1.93,P,1,3,-51,male
7,3,31,3.7,-0.16,0.13,P,2,3,-56,female
3,4,35,2.5,-2.27,NA,,1,3,NA,female
7,3,48,3.2,1.78,1.6,P,1,2,-53,male
7,5,39,3.6,NA,NA,,1,3,NA,male
7,4,36,3.4,-0.8,NA,,1,3,NA,female
7,4,40,3.2,-0.42,-0.18,P,1,5,-58,male
7,1,47,3.1,-0.03,0.45,P,1,4,-63,male
7,3,30,3.4,0.67,0.29,P,2,3,-60,female
7,NA,33,2.7,-0.23,-0.4,P,1,3,-61,male
7,2,36,3.1,1.16,0.38,P,1,3,-52,male
7,4,34,2.8,-0.43,-0.73,,1,4,NA,male
7,2,31,3.3,0.47,0.07,P,1,3,-62,male
7,4,44,3.4,-0.12,-0.04,P,1,4,-49,female
7,1,35,3.1,1.74,0.43,P,2,4,-66,female
7,4,41,3.7,-0.04,0.08,P,1,4,-48,male
7,5,45,3.2,NA,NA,P,1,3,-56,female
7,5,42,3,0.05,0.52,P,1,3,-53,male
7,1,31,3.5,-3.25,NA,,2,3,NA,male
5,3,22,2.5,-1.6,-1.78,F,1,4,-61,female
2,1,25.5,3.4,-0.76,-1.63,P,1,1,-62,female
3,2,28,2.9,-1.59,NA,,1,2,NA,male
7,4,41,3.3,-1.23,-1.01,,1,4,NA,male
7,2,33,2.5,-1.26,-1.36,F,1,4,-67,female
7,1,37,3.7,0.33,0.37,P,1,3,-55,male
7,1,41,2.9,-0.37,-0.11,P,1,4,-65,male
7,5,46,3.5,0,-0.04,P,1,4,-62,male
7,1,43,3.3,0.68,0.5,P,1,4,-63,male
7,2,33,2.9,0.09,-0.17,P,1,3,-58,male
7,2,35,3,0,-1.09,P,1,4,-62,female
3,5,38,3,0.04,-0.53,P,1,4,-62,male
7,4,45,3.9,0.14,-0.5,P,1,3,-59,male
7,3,35,2.9,-0.41,-0.5,,2,3,NA,male
3,3,32,2.5,-1.59,-2.46,F,2,3,-56,male
7,5,48,3.4,-0.95,-1.13,P,1,NA,-63,female
7,5,40.3,3.6,-0.34,NA,P,1,4,-60,male
7,5,45,3.6,0.9,0.53,P,1,2,-59,male
7,3,29,3.5,0.89,0.07,P,2,3,-60,male
7,2,38,2.9,0.54,0.11,,1,5,NA,female
7,5,41,3.8,0.7,0.76,P,1,2,-62,male
7,1,40,4,NA,NA,,1,4,NA,female
7,5,48,3.3,NA,NA,P,1,5,-62,male
7,4,45,3.7,0.2,-0.48,P,1,5,-62,female
7,3,44,3.2,0.1,-0.1,P,1,4,-61,male
7,3,35,3.1,-0.83,-0.93,P,1,3,-65,male
7,3,34,2.9,-0.25,-0.33,P,1,4,-59,male
7,4,40,3,-0.02,0.23,P,1,3,-61,male
7,3,36,3.8,-0.99,-0.37,P,1,4,-60,male
7,3,39,2.7,0.39,0.27,P,1,3,-61,male
7,4,36.5,3.4,-0.02,-0.38,P,1,4,-60,male
7,3,30,2.4,0.03,-0.74,F,1,3,-58,male
7,3,39,3.1,0.19,0.36,P,1,4,-56,male
7,3,29.5,3,-1.09,NA,,2,4,NA,male
7,3,36,2.6,-0.13,-0.37,P,1,3,-61,male
7,3,30,3.1,-0.6,-0.43,P,1,3,-62,male
7,5,44,3.9,2.22,NA,P,1,3,-61,female
7,1,39,2.8,NA,NA,P,1,4,-53,female
7,3,38,3.7,-1.11,1.11,P,1,4,-53,female
7,3,38,3.2,-0.64,0.11,P,1,NA,-62,male
7,1,25,3.6,-0.64,-0.4,F,1,3,-56,male
7,3,32,3.5,0.39,NA,P,1,3,-61,male
7,5,41,3.6,-1.71,-0.98,P,1,3,-61,female
4,4,38,3.2,0.01,0.01,P,1,4,-61,male
3,3,33,3.3,-1.56,-0.76,,1,2,NA,female
7,3,36,3.7,-2.3,-2.22,P,1,3,-62,male
7,1,40,3.4,-0.17,0.23,P,1,4,-61,female
7,1,32,3.6,0.34,-0.06,P,1,2,-56,female
7,3,31,3.4,1.31,1.58,P,1,4,-67,female
7,1,33,3.9,-0.13,-0.69,P,1,4,-62,male
7,1,45,3.3,0.73,0.75,P,1,4,-62,male
7,1,42,3.3,0.74,0.52,P,1,4,-57,male
7,1,38,3.6,-0.51,-0.66,P,1,4,-53,female
7,4,37,3.6,-0.7,-1.3,P,1,4,-62,male
7,3,40,3.3,1.33,1.09,P,1,5,-62,male
7,4,34,3,-0.4,0,P,2,3,-44,female
7,5,24,NA,NA,NA,P,1,1,-49,male
7,1,44,3.4,1.35,0.61,P,1,4,-59,male
7,1,46,3,0.97,0.74,P,1,2,-57,female
1,1,22.7,2.5,-1.34,-1.56,F,1,3,-57,male
7,3,35,3.4,0.33,0.43,P,1,4,-63,male
7,4,36,3.2,-0.39,-0.85,P,1,2,-62,male
7,1,29.5,2.9,-0.35,-0.68,P,1,3,-60,female
7,1,31,2.8,-0.25,-0.25,P,1,3,-61,male
7,5,46,2.9,1.73,NA,P,1,5,-53,male
7,3,44,3.4,0.75,0.28,P,1,3,-59,male
3,3,21,2.8,-1.93,NA,,1,4,NA,female
7,1,44,3.6,2.01,2.06,P,1,5,-62,male
3,4,24,3.1,-0.91,-1.41,P,1,3,-60,male
7,1,44,3.4,-0.5,-0.34,P,1,2,-51,female
3,3,20,3.2,-2.1,-1.48,F,1,2,-58,female
3,5,32,3.3,-3.04,-1.96,P,1,4,-63,female
7,3,30,3.7,NA,NA,,1,2,NA,male
7,4,42,3.9,0.88,0.7,P,1,4,-66,female
7,3,36,2.5,-1.86,-1.74,,1,4,NA,male
8,3,35,2.9,0.05,-0.02,P,1,3,-61,female
7,3,37,3.6,0.58,0.25,P,1,4,-62,female
7,4,46,3.2,-0.72,-0.3,P,1,4,-61,male
7,1,35,4,1.61,1.37,P,1,5,-67,male
7,1,35.5,3,0.1,-0.29,P,1,3,-61,male
7,4,37,2.8,0.16,-0.57,F,2,4,-57,male
7,1,46,3.8,1.33,1.17,P,1,3,-62,female
7,3,38,3.5,0.71,0.65,P,1,3,-62,male
7,3,35,3.4,0.2,0.16,P,1,4,-62,male
7,3,35,2.3,-0.82,NA,,2,3,NA,male
7,3,38,3.8,1.26,1.55,P,1,4,-62,male
3,1,25,2.9,-1.11,-1.67,P,1,1,-62,female
7,3,35,3.3,1.09,0.77,P,1,4,-62,male
3,1,28,2.8,-1.31,-1.64,P,1,3,-61,female
7,1,37,3.1,-0.69,-0.97,P,1,4,-66,male
7,4,43,3.6,2.11,1.63,P,1,4,-61,male
7,2,31,2.9,0.8,0.84,P,1,3,-59,male
7,2,28,2.9,-0.3,-0.93,P,2,2,-49,male
7,3,38,3.2,1.57,2.14,,1,4,NA,female
7,4,31,3.1,-0.44,-0.47,P,1,3,-66,female
7,3,32,3.1,0.07,-0.69,P,1,4,-67,female
7,5,40,3.7,NA,NA,P,1,3,-62,male
7,3,37,3.4,0.76,0.41,P,1,3,-60,female
7,1,36,3.3,-1.42,-1.34,F,1,3,-67,female
7,1,32,2.9,-0.01,0.99,P,1,3,-60,male
7,3,39,2.8,NA,NA,P,2,2,-49,male
7,3,30.5,3.1,0.27,0.81,P,1,4,-62,female
8,4,29,3.4,0.98,0.96,P,1,4,-61,male
7,3,24.5,2.5,-2.49,NA,,1,5,NA,male
7,1,37,3.6,0.66,0.86,P,1,3,-53,male
7,4,41,3.5,-1.25,-1.48,F,1,2,-56,female
7,1,33.5,3.7,0.31,0.55,P,1,4,-62,female
7,1,40,3.6,-0.01,-0.65,P,1,3,-60,female
7,3,40,2.7,1.08,1.19,P,1,4,-55,male
7,3,31,3.1,-0.39,-0.91,P,1,4,-61,male
7,3,31,3.4,NA,NA,,1,NA,NA,female
7,3,28,3.6,-1.38,-0.9,P,1,3,-60,male
7,1,39,3.6,0.02,0.58,P,1,4,-62,male
3,6,25,3.3,0.28,0.97,P,1,3,-48,female
7,3,32,3.1,-0.76,-0.41,P,1,4,-62,male
7,3,32,3.5,1.49,1.5,P,1,3,-61,female
7,1,36,2.8,-1.06,-1.19,,1,4,NA,male
7,5,45,3.9,1.71,1.83,P,1,4,-61,male
7,4,47,3.9,1.17,1.03,P,1,4,-62,male
7,4,39,2.5,-0.29,0.34,P,2,5,-58,male
3,1,38,2.5,-1.81,-1.3,P,1,4,-61,male
7,3,42,3,0.04,0.03,P,1,3,-24,male
7,3,47,3,2.85,2.65,P,1,4,-60,male
7,3,34,3.3,NA,NA,,2,3,NA,male
7,3,34,3.3,0.84,0.2,P,1,4,-60,male
7,1,34,3.6,0,-0.8,P,1,4,-67,female
7,4,47,3.7,1.15,1.55,P,1,4,-52,male
7,5,45,3.5,-1.02,-1.72,P,1,5,-58,female
6,3,15,2.8,-1.47,NA,,2,1,NA,female
7,2,29,2.9,-0.05,0.05,P,1,2,-61,female
7,2,38,3.5,0.13,1.15,P,2,3,-61,female
7,1,42,3.4,NA,NA,P,1,3,-62,female
7,1,38,3.1,1.15,1.3,P,1,4,-61,male
7,4,37,3.5,0.3,0.07,P,1,4,-62,female
7,1,40.5,3.8,-0.92,-1.16,P,1,4,-61,male
7,1,46,3.8,0.54,0.25,P,1,3,-64,female
7,3,38,3.7,0.52,-0.05,P,1,2,-61,male
7,1,34,3.6,1.55,1.77,P,1,4,-62,male
3,1,20,3.4,-2.41,-1.8,F,1,3,-61,female
7,4,47,4,0.31,0.22,P,1,4,-62,female
7,3,36,3.1,0.61,0.51,P,1,4,-62,female
7,5,38.5,3,0.78,0.79,P,1,5,-61,male
2,3,33,3.2,-1.27,-1.37,,1,4,NA,male
3,6,19,3.8,0.89,0.51,P,1,3,-62,female
7,4,46,3.9,0.86,1.16,P,1,3,-52,female
7,3,35,3.3,-2.41,NA,,1,3,NA,female
7,3,34,3.7,-0.23,-0.2,P,1,2,-62,female
7,1,38,4,1.2,1.01,P,1,3,-65,female
7,1,35,3.1,0.44,-0.37,P,1,5,-62,female
7,3,41,2.9,1.13,NA,P,1,4,-56,male
7,2,32,3.2,0.89,1.27,P,1,4,-60,female
3,6,25,2.6,-0.73,-0.34,P,1,3,-61,male
3,3,21,3.2,-1.09,-1.83,F,1,3,-61,female
3,3,24,3.2,-1.78,-0.92,F,2,3,-62,female
7,3,38,2.6,-1.47,-1.19,F,1,3,-58,male
7,1,38,3.4,-0.34,NA,,1,3,NA,female
7,1,37,3.7,NA,NA,,1,4,NA,male
7,4,39,3.6,0.56,0.19,P,1,4,-62,female
7,1,34,3.7,0.97,1.03,P,1,3,-51,male
7,2,35,3.2,0.26,0.33,P,1,3,-60,male
7,2,36,2.7,0.01,0.1,P,1,2,-55,male
7,1,38,3,-0.03,-0.23,P,1,4,-62,female
7,3,37,3,0.58,0.13,P,1,5,-61,male
7,4,35,3.3,0.24,0.03,F,2,3,-56,male
7,4,31,3,-0.91,-1.42,,2,4,NA,male
7,1,41,3.5,0.51,0.76,P,NA,4,-62,male
7,4,32.5,3.5,0.78,2.12,P,1,4,-59,male
7,3,32,3.3,-0.78,-0.02,P,1,4,-62,male
7,1,45,3.3,1.07,0.93,P,1,4,-59,male
7,4,41,3.5,-0.32,-0.39,P,1,4,-61,male
7,1,37,3.1,0.78,0.19,P,1,4,-61,male
7,3,39,3.3,0.14,0.47,P,1,4,-58,female
7,5,44,2.2,NA,NA,P,1,4,-54,male
3,6,18.5,2.9,-2.39,NA,,1,4,NA,female
7,6,43,2.8,1.27,1.44,P,1,4,-56,female
7,3,37.5,3.1,-0.27,-0.44,P,1,3,-61,female
7,1,35,3.4,0.63,0.37,P,1,4,-60,male
6,5,31.5,3.3,-0.55,NA,P,1,2,-60,male
7,3,33,3.5,0.05,-0.11,,2,3,NA,female
7,1,38,3.4,0.14,0.02,P,1,4,-44,female
7,3,29,2.9,-0.28,-0.7,P,1,5,-62,male
3,1,25,3.6,-1.65,NA,,1,2,NA,female
7,3,42,3.4,0.92,0.58,P,1,4,-62,female
7,4,41,3.5,NA,NA,,1,4,NA,female
7,3,36,3.6,-0.08,0.43,P,1,3,-62,female
7,3,40,2.9,-0.22,NA,,1,4,NA,female
7,1,28,3,-0.3,-1,F,1,4,-57,male
2,5,38,3.2,1.3,-0.13,P,1,5,-60,female
7,NA,21,3.4,NA,NA,,2,3,NA,male
7,3,39,2.7,0.01,-0.84,F,1,4,-61,male
7,4,39,3.1,-0.01,-0.55,P,1,4,-62,male
2,4,29,3.3,-0.67,-1.07,F,1,3,-61,female
2,3,35,NA,-0.23,-0.45,P,1,4,-53,female
3,1,31,2.9,-0.77,-0.67,P,1,1,-61,male
3,1,30,2.9,-1.14,-0.82,P,2,2,-50,female
7,5,45,3.5,-0.64,-1.13,,1,2,NA,female
7,3,37,2.8,0.15,NA,,1,3,NA,female
7,4,47,3.6,0.48,-0.25,P,1,4,-62,male
7,4,42,3.6,0.06,0.1,P,1,4,-61,female
7,1,44,3.7,0.94,1,P,1,4,-64,male
7,3,36,2.8,0,0.05,P,1,4,-62,male
7,4,42,3.3,-0.24,-0.1,P,1,5,-60,female
7,4,34,3.3,-0.02,0.31,P,1,4,-61,female
7,3,40,3.2,NA,NA,,1,2,NA,male
7,4,42,3.3,-1.66,-0.86,P,1,2,-60,female
3,1,19.5,2.6,-3.07,NA,,1,2,NA,female
7,5,43,3.4,-0.3,-0.04,P,1,2,-57,female
7,3,39,3.3,0.53,0.19,P,1,2,-61,female
7,4,43,3.6,-0.26,-0.14,P,1,3,-53,male
7,3,38,3.4,0.84,1.08,P,1,4,-62,male
7,5,46,4,NA,0,P,1,3,-60,male
7,3,36,3.2,0.79,NA,,1,4,NA,male
7,1,37,3.4,-0.71,-0.93,P,1,4,-62,male
7,6,29,2.3,1.05,NA,,1,3,NA,male
7,3,36,3.3,1.51,1.97,,2,4,NA,male
7,1,46,3,0.4,-0.29,P,1,2,-61,male
7,1,31.5,3.4,0.12,-0.55,P,2,3,-48,male
6,3,44,3,0.75,0.35,F,1,4,-58,female
7,3,28,3.6,-0.57,-0.34,P,1,3,-60,female
7,3,30.5,3.3,-1.52,-1.62,P,1,3,-61,female
7,1,47,3.3,1.43,1.18,P,1,4,-61,female
7,4,41,3.7,0.14,-0.01,P,1,4,-60,male
7,1,43,2.8,-0.39,-0.7,P,1,3,-61,male
7,3,40,3.2,1.92,1.46,P,1,4,-58,male
3,5,29,2.9,-1.94,-1.6,P,1,4,-60,female
7,2,32.5,3.4,-0.03,0.44,P,1,3,-63,male
7,3,41,3.2,1.12,0.65,P,1,2,-57,male
7,4,34,3.5,NA,NA,,1,3,NA,female
4,2,40,3.2,NA,NA,,1,3,NA,female
7,NA,26,3,0.65,-0.35,,1,5,NA,male
7,1,38.5,3,-0.73,-0.99,P,1,5,-66,female
7,1,35,3.5,0.46,-0.18,P,2,3,-59,female
7,3,37,3.3,-0.68,-0.44,P,1,3,-58,female
7,1,42,3.1,-0.11,-0.36,P,1,4,-62,male
7,2,28,3.3,-0.07,0.06,P,1,4,-61,male
7,3,38,3,0.36,-0.3,P,1,4,-61,male
7,1,39,4,1.72,2.19,P,1,4,-63,male
7,5,38,3.1,-0.98,-0.57,P,1,4,-62,male
7,1,35.7,3.6,0.1,0.71,P,1,2,-61,female
7,6,28,2.3,0.75,0.32,P,1,2,-49,male
6,5,34,3,-0.34,-0.9,P,1,4,-61,male
7,3,31.5,3.2,0.56,0.65,P,2,3,-59,male
3,3,19,3.7,2.69,NA,,1,NA,NA,female
7,3,36,3.1,-0.74,-0.84,F,1,3,-51,male
7,1,40,3.8,-0.05,0.41,P,1,4,-61,male
3,1,25,3.4,NA,NA,P,1,3,-62,male
7,4,34,3.7,0.48,0.35,P,1,4,-62,female
3,2,17,3.3,-0.44,-1.06,F,1,3,-53,female
5,1,37,2.8,-0.01,-0.14,,1,3,NA,female
2,4,32,2.8,NA,NA,,2,3,NA,male
7,1,41,2.7,0.84,0.39,P,2,3,-60,male
7,1,37,2.6,-0.25,-0.75,P,1,4,-67,male
7,1,36,4,-0.3,-0.42,P,1,2,-60,female
7,5,37,3.9,NA,NA,P,1,4,-63,female
7,1,36,3.7,0.33,0.3,P,1,2,-49,male
7,1,42,3.7,0.67,0.25,,1,3,NA,male
6,4,26,3.1,-0.65,-1.26,F,1,NA,-59,female
7,5,41,3.4,0.12,-0.12,P,1,4,-62,male
7,5,41,3.9,-0.04,0.05,P,1,4,-62,male
2,5,46,3.6,0.06,0.1,P,1,4,-62,female
7,1,39,2.9,-0.29,-0.84,P,1,4,-62,male
2,5,44,3.6,-0.78,-0.73,P,1,4,-61,female
2,4,47,3.9,-1.52,-1.41,,1,5,NA,female
7,1,35,3.5,-1.23,-0.81,F,1,4,-53,male
7,3,33,3.2,0.89,0.62,P,1,4,-58,male
7,3,35,3.4,0.71,0.66,P,1,4,-62,female
3,1,25.5,3,-2.11,-1.92,P,1,4,-60,male
7,3,38,3,-0.05,-0.72,P,1,4,-62,male
2,4,36,3.6,0.56,1.03,P,1,3,-61,female
7,1,41,3.2,0.76,0.04,P,1,4,-62,female
7,4,32,2.7,0.69,0.81,P,1,4,-60,male
7,3,41,3.3,-0.46,-1.13,P,1,2,-64,male
7,1,32,3,-0.95,-0.62,P,1,3,-62,female
7,1,41,3.2,-0.28,-0.43,P,1,3,-61,male
3,4,40,2.2,-1.65,-2.15,F,1,1,-55,male
6,3,38,3.1,-0.25,NA,,1,2,NA,female
7,3,33,3.6,NA,NA,,1,3,NA,female
7,3,46,2.6,0.1,-0.31,P,1,3,-58,male
7,3,32,3.2,-0.36,0.12,P,1,3,-60,male
7,3,41,3.3,1.51,1.95,P,1,4,-59,male
2,4,37,3.6,-0.84,-0.44,P,1,3,-62,female
7,1,44,2.9,-1.71,NA,,1,4,NA,female
7,3,42,3.5,NA,NA,P,1,3,-53,female
7,1,38,3.6,-0.15,-0.67,P,1,3,-58,female
7,1,36,3.8,0.31,0.23,P,1,4,-60,male
7,3,36,2.5,-1.65,-2.22,F,1,3,-63,male
7,3,33.5,3.2,-0.08,-0.53,P,1,3,-61,male
7,3,32,3.2,1.55,0.84,P,2,4,-53,male
7,1,29,3.2,-0.98,-1.6,,2,3,NA,female
7,1,43,3.6,1.31,1.04,P,1,4,-61,male
4,6,16,3.3,1,0.38,P,1,1,-63,female
3,1,39,2.4,-0.06,-0.7,P,1,2,-61,male
7,1,34,3.4,0.39,0.35,P,1,3,-58,male
2,5,45,3.4,-0.26,NA,P,1,4,-62,female
7,3,39,3.1,-0.03,0.24,P,1,4,-60,female
7,1,44,3.8,-0.21,-0.49,P,1,3,-67,female
7,3,32,3.4,0.41,NA,,1,4,NA,female
7,1,41,3.4,0.24,0.54,P,1,4,-62,female
7,2,26,3.9,0.31,-0.48,P,1,4,-62,female
7,1,40,3.4,-0.14,NA,,1,4,NA,male
7,1,33,NA,-1.61,NA,,1,3,NA,male
7,3,45,3.1,0.91,0.76,P,1,5,-60,male
7,3,33,3.1,0.98,1.44,P,2,2,-60,female
7,3,40,3.3,1.7,2.21,P,1,4,-59,male
7,6,36,3.2,-0.13,0.49,P,1,2,-25,male
7,4,42,3.2,-0.24,0.27,P,1,4,-62,male
7,3,37,3.4,0.57,0.51,P,1,3,-66,male
7,3,44,3.9,1.74,2.22,P,1,4,-55,female
4,6,28,2.9,0.02,-0.76,P,1,4,-62,female
7,4,41.5,3.6,0.75,0.96,P,1,4,-60,male
6,1,34.5,2.6,-0.97,-1.37,P,1,4,-60,male
7,5,44,2.9,1.17,1.01,P,1,4,-62,female
3,NA,22,3.1,-2.68,NA,,2,2,NA,female
7,3,33.5,3.5,1.5,0.75,P,1,4,-61,male
4,1,33,3.3,-1.11,-1.27,P,1,2,-56,male
2,3,32,3.3,-0.26,-0.74,P,1,4,-62,female
7,4,41,3.5,-0.24,-0.67,P,1,3,-62,female
7,3,30.5,3.2,-0.08,-0.07,P,1,4,-62,male
7,3,29,3.6,-0.1,-0.17,P,1,4,-62,female
7,4,32,3.7,NA,NA,,1,2,NA,male
7,4,34,3.4,-0.03,-0.3,P,1,4,-61,male
7,4,39,3.2,-0.08,-0.59,P,2,4,-61,female
7,1,37,3.3,0.6,1.09,P,1,4,-63,male
7,4,46,3.5,0.67,0.18,P,1,5,-62,male
7,3,29,3.5,-0.3,-0.47,P,1,4,-66,male
7,5,44,3.8,NA,0,P,1,4,-53,female
7,1,45,3.3,0.17,NA,,1,3,NA,female
7,5,46,3.9,NA,NA,,1,4,NA,female
7,4,44,3.6,1.01,1.44,,1,4,NA,male
7,1,42,3.5,0.16,0.2,P,1,4,-57,male
7,3,37,3.1,-0.25,-0.12,P,1,5,-61,male
3,1,31,3,-1.8,-1.65,P,1,1,-54,male
7,6,32,2,-0.04,-0.87,,1,4,NA,female
7,3,40,2.8,0.73,0.62,P,2,4,-59,female
7,4,45,3.6,1.02,1.39,P,1,3,-57,male
7,4,45,3.7,-3.11,NA,,1,4,NA,male
7,4,39,3,-0.14,-1.01,P,1,4,-61,male
2,4,26,NA,-0.39,-0.95,F,2,4,-52,male
7,1,40,3,-1.1,-0.91,P,1,3,-51,male
7,5,46,3.4,-0.5,-0.79,,1,5,NA,male
7,3,38,3,0.81,0.53,P,1,1,-61,female
7,3,41,3.9,0.96,0.61,P,1,2,-61,female
7,3,35,2.5,0.34,NA,,2,4,NA,male
7,2,30.5,2.7,0.78,0.92,P,1,4,-62,female
7,3,34,3.5,-0.56,NA,,1,3,NA,male
7,3,37,3.6,0.46,0.75,P,1,4,-62,female
7,1,43,3.4,1.31,1.44,P,1,3,-58,male
7,3,35,3.2,-1.03,-2.21,,1,2,NA,female
7,4,44,3.8,1.17,1.46,P,1,4,-60,male
7,3,24.5,3.8,0.5,-0.11,F,1,4,-62,female
7,3,35.5,2.8,-0.76,-0.67,F,1,3,-35,female
3,4,27.5,2.9,-2.58,NA,,1,4,NA,male
7,3,39,3,1.7,1.74,P,2,4,-45,female
7,1,37,3.2,2.04,NA,,1,2,NA,male
2,1,30.5,2.6,-1.28,-1.52,F,1,4,-61,male
7,2,34,2.7,0.46,0.19,P,1,4,-58,male
7,1,46,3.2,0.64,0.7,P,1,3,-62,male
7,3,32,3.7,0.17,-0.68,P,1,4,-57,female
7,4,33,3.7,-0.32,-0.3,F,2,2,-47,female
7,1,37,4,0.04,0.53,P,1,3,-59,female
7,4,43,3.3,1.07,1.14,P,1,3,-64,female
7,3,32,3.5,1.34,1.2,P,1,2,-55,female
7,3,41,3.6,0.68,NA,,1,3,NA,male
7,2,33,2.6,-0.39,-0.55,,2,3,NA,male
7,2,32,3.3,0.48,0.53,P,1,NA,-60,male
7,3,38,3.4,1.88,2.31,P,1,4,-60,female
7,1,33,3.3,-0.82,-1.46,,1,4,NA,female
7,3,43,3.7,0.88,1.47,P,1,3,-44,female
7,1,37.5,3.3,-0.09,-0.35,P,1,4,-55,male
7,3,37,3.6,NA,NA,P,1,3,-62,female
7,1,37,3.5,-0.05,NA,,1,2,NA,male
7,2,27,3.7,-0.96,-1.29,P,1,4,-45,male
7,3,39,2.7,0.15,-1.28,F,1,4,-59,female
7,5,46,4,NA,0,P,1,4,-58,female
7,3,40,2.7,0.92,0.63,P,1,5,-61,male
7,3,39,3.1,-0.51,-0.6,P,1,4,-61,male
3,3,16,2.9,-0.5,-1.22,F,2,4,-58,male
7,2,35,2.9,-1.23,-0.89,P,1,4,-62,male
7,1,42,3.9,0.56,0.87,P,1,2,-63,female
7,5,47,3.3,0.87,0.27,P,1,4,-64,female
